# x_m,y_m,w_tr_right_m,w_tr_left_m
8.0100,2.2037,0.6325,0.6325
8.0100,2.2437,0.6412,0.6412
8.0100,2.2837,0.6450,0.6450
8.0100,2.3237,0.6512,0.6512
8.0100,2.3637,0.6597,0.6597
7.9700,2.4037,0.6325,0.6325
7.9700,2.4437,0.6450,0.6450
7.9700,2.4837,0.6512,0.6512
7.9700,2.5237,0.6597,0.6597
7.9700,2.5637,0.6597,0.6597
7.9300,2.6037,0.6400,0.6400
7.9300,2.6437,0.6412,0.6412
7.9300,2.6837,0.6450,0.6450
7.9300,2.7237,0.6512,0.6512
7.8900,2.7637,0.6210,0.6210
7.8900,2.8037,0.6325,0.6325
7.8900,2.8437,0.6412,0.6412
7.8900,2.8837,0.6450,0.6450
7.8900,2.9237,0.6512,0.6512
7.8900,2.9637,0.6512,0.6512
7.8500,3.0037,0.6325,0.6325
7.8500,3.0437,0.6412,0.6412
7.8500,3.0837,0.6450,0.6450
7.8500,3.1237,0.6512,0.6512
7.8500,3.1637,0.6450,0.6450
7.8100,3.2037,0.6325,0.6325
7.8100,3.2437,0.6412,0.6412
7.8100,3.2837,0.6450,0.6450
7.8100,3.3237,0.6450,0.6450
7.8100,3.3637,0.6412,0.6412
7.8100,3.4037,0.6400,0.6400
7.7700,3.4437,0.6412,0.6412
7.7700,3.4837,0.6450,0.6450
7.7700,3.5237,0.6512,0.6512
7.7700,3.5637,0.6597,0.6597
7.7300,3.6037,0.6325,0.6325
7.7300,3.6437,0.6412,0.6412
7.7300,3.6837,0.6450,0.6450
7.7300,3.7237,0.6512,0.6512
7.7300,3.7637,0.6597,0.6597
7.6900,3.8037,0.6325,0.6325
7.6900,3.8437,0.6412,0.6412
7.6900,3.8837,0.6450,0.6450
7.6900,3.9237,0.6512,0.6512
7.6900,3.9637,0.6597,0.6597
7.6900,4.0037,0.6512,0.6512
7.6900,4.0437,0.6450,0.6450
7.6900,4.0837,0.6412,0.6412
7.6900,4.1237,0.6400,0.6400
7.6900,4.1637,0.6400,0.6400
7.6900,4.2037,0.6400,0.6400
7.6500,4.2437,0.6800,0.6800
7.6500,4.2837,0.6800,0.6800
7.6500,4.3237,0.6800,0.6800
7.6500,4.3637,0.6800,0.6800
7.6500,4.4037,0.6800,0.6800
7.6100,4.4437,0.6812,0.6812
7.6100,4.4837,0.6847,0.6847
7.6100,4.5237,0.6905,0.6905
7.6100,4.5637,0.6905,0.6905
7.5700,4.6037,0.6705,0.6705
7.5700,4.6437,0.6812,0.6812
7.5700,4.6837,0.6847,0.6847
7.5700,4.7237,0.6905,0.6905
7.5300,4.7637,0.6597,0.6597
7.5300,4.8037,0.6705,0.6705
7.5300,4.8437,0.6812,0.6812
7.4900,4.8837,0.6450,0.6450
7.4900,4.9237,0.6512,0.6512
7.4900,4.9637,0.6597,0.6597
7.4900,5.0037,0.6705,0.6705
7.4900,5.0437,0.6705,0.6705
7.4500,5.0837,0.6450,0.6450
7.4500,5.1237,0.6512,0.6512
7.4500,5.1637,0.6597,0.6597
7.4500,5.2037,0.6705,0.6705
7.4500,5.2437,0.6705,0.6705
7.4100,5.2837,0.6512,0.6512
7.4100,5.3237,0.6597,0.6597
7.4100,5.3637,0.6705,0.6705
7.4100,5.4037,0.6812,0.6812
7.4100,5.4437,0.6705,0.6705
7.4100,5.4837,0.6597,0.6597
7.4100,5.5237,0.6512,0.6512
7.4100,5.5637,0.6450,0.6450
7.3700,5.6037,0.6812,0.6812
7.3700,5.6437,0.6800,0.6800
7.3700,5.6837,0.6800,0.6800
7.3700,5.7237,0.6800,0.6800
7.3700,5.7637,0.6800,0.6800
7.3700,5.8037,0.6800,0.6800
7.3300,5.8437,0.6986,0.6986
7.3300,5.8837,0.7088,0.7088
7.3300,5.9237,0.7211,0.7211
7.3300,5.9637,0.7244,0.7244
7.3300,6.0037,0.7211,0.7211
7.3300,6.0437,0.7088,0.7088
